atp,location,tournament,date,series,court,surface,round,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,wta,tier
,London,Wimbledon,2024-07-11,,Outdoor,Grass,Semifinals,3,Krejcikova B.,Rybakina E.,32.0,4.0,1643.0,6026.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,4.5,1.2,5.61,1.18,5.66,1.23,4.95,1.18,31.0,Grand Slam
,London,Wimbledon,2024-07-13,,Outdoor,Grass,The Final,3,Krejcikova B.,Paolini J.,32.0,7.0,1643.0,4228.0,6.0,2.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.2,1.79,2.15,1.8,2.25,1.74,2.13,31.0,Grand Slam
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Lamens S.,Gracheva V.,137.0,72.0,556.0,920.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.02,1.42,3.2,1.44,2.91,1.39,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Avanesyan E.,Frech M.,75.0,56.0,905.0,1049.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.69,2.26,1.7,2.28,1.65,2.21,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Monnet C.,Toth A.,221.0,371.0,339.0,164.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.25,1.7,2.25,1.8,2.06,1.74,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Masarova R.,Szabanin N.,117.0,572.0,622.0,80.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.13,6.75,1.13,8.0,1.1,6.69,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Schmiedlova A.,Rakhimova K.,79.0,104.0,880.0,706.0,3.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.62,2.3,1.74,2.19,1.74,2.38,1.62,2.26,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Sorribes Tormo S.,Topalova G.,59.0,234.0,995.0,320.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.11,6.5,1.13,6.93,1.13,6.93,1.11,6.19,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Timofeeva M.,Waltert S.,103.0,248.0,722.0,301.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.05,1.83,2.1,1.91,1.94,1.83,32.0,WTA250
,Budapest,Budapest Open,2024-07-15,,Outdoor,Clay,1st Round,3,Sasnovich A.,Tomova V.,134.0,49.0,564.0,1166.0,2.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.63,1.5,2.61,1.54,2.8,1.56,2.58,1.49,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Makarova E.,Babos T.,183.0,259.0,402.0,280.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.62,1.53,2.85,1.54,2.54,1.5,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Lys E.,Podoroska N.,129.0,71.0,584.0,923.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.07,1.81,2.15,1.76,2.03,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Sramkova R.,Bulgaru M.,109.0,206.0,679.0,356.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.42,3.03,1.45,3.05,1.39,2.92,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Pera B.,Korpatsch T.,82.0,89.0,872.0,831.0,7.0,5.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.39,3.18,1.4,3.3,1.35,3.13,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Shnaider D.,Stollar F.,28.0,280.0,1795.0,239.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.1,7.0,1.1,8.39,1.1,8.39,1.09,7.17,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Seidel E.,Uchijima M.,166.0,69.0,446.0,930.0,6.0,1.0,1.0,0.0,,,,,,,1.0,0.0,Retired,3.0,1.4,3.04,1.4,3.15,1.41,2.95,1.38,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Wang Xiy.,Todoni A.,54.0,118.0,1075.0,621.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.15,1.76,2.2,1.86,2.09,1.72,32.0,WTA250
,Budapest,Budapest Open,2024-07-16,,Outdoor,Clay,1st Round,3,Bondar A.,Danilovic O.,98.0,150.0,759.0,509.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.67,1.52,2.68,1.57,2.52,1.51,32.0,WTA250
,Budapest,Budapest Open,2024-07-17,,Outdoor,Clay,2nd Round,3,Sasnovich A.,Timofeeva M.,134.0,103.0,564.0,722.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.63,2.4,1.69,2.4,1.63,2.25,32.0,WTA250
,Budapest,Budapest Open,2024-07-17,,Outdoor,Clay,2nd Round,3,Lamens S.,Monnet C.,137.0,221.0,556.0,339.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.65,1.32,3.75,1.29,3.52,32.0,WTA250
,Budapest,Budapest Open,2024-07-17,,Outdoor,Clay,2nd Round,3,Avanesyan E.,Masarova R.,75.0,117.0,905.0,622.0,2.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.74,1.5,2.94,1.44,2.73,32.0,WTA250
,Budapest,Budapest Open,2024-07-17,,Outdoor,Clay,2nd Round,3,Schmiedlova A.,Sorribes Tormo S.,79.0,59.0,880.0,995.0,2.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,2.3,1.62,2.37,1.65,2.38,1.7,2.28,1.61,32.0,WTA250
,Budapest,Budapest Open,2024-07-18,,Outdoor,Clay,2nd Round,3,Lys E.,Pera B.,129.0,82.0,584.0,872.0,7.0,6.0,4.0,1.0,,,,,,,1.0,0.0,Retired,2.38,1.57,2.33,1.65,2.38,1.68,2.27,1.61,32.0,WTA250
,Budapest,Budapest Open,2024-07-18,,Outdoor,Clay,2nd Round,3,Sramkova R.,Wang Xiy.,109.0,54.0,679.0,1075.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.27,1.7,2.48,1.7,2.3,1.61,32.0,WTA250
,Budapest,Budapest Open,2024-07-18,,Outdoor,Clay,2nd Round,3,Shnaider D.,Makarova E.,28.0,183.0,1795.0,402.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,8.68,1.1,8.68,1.08,7.34,32.0,WTA250
,Budapest,Budapest Open,2024-07-18,,Outdoor,Clay,2nd Round,3,Seidel E.,Bondar A.,166.0,98.0,446.0,759.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.67,1.53,2.77,1.58,2.49,1.52,32.0,WTA250
,Budapest,Budapest Open,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Sasnovich A.,Lamens S.,134.0,137.0,564.0,556.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.91,1.91,1.87,2.04,1.91,2.1,1.84,1.95,32.0,WTA250
,Budapest,Budapest Open,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Schmiedlova A.,Avanesyan E.,79.0,75.0,880.0,905.0,2.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.63,1.5,2.55,1.58,2.63,1.59,2.46,1.54,32.0,WTA250
,Budapest,Budapest Open,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Shnaider D.,Seidel E.,28.0,166.0,1795.0,446.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.19,5.55,1.19,5.57,1.16,5.06,32.0,WTA250
,Budapest,Budapest Open,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Lys E.,Sramkova R.,129.0,109.0,584.0,679.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.66,2.36,1.67,2.42,1.61,2.28,32.0,WTA250
,Budapest,Budapest Open,2024-07-20,,Outdoor,Clay,Semifinals,3,Sasnovich A.,Schmiedlova A.,134.0,79.0,564.0,880.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.0,1.8,2.09,1.83,2.1,2.06,1.99,1.8,32.0,WTA250
,Budapest,Budapest Open,2024-07-20,,Outdoor,Clay,Semifinals,3,Shnaider D.,Lys E.,28.0,129.0,1795.0,584.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.32,3.72,1.34,3.73,1.31,3.36,32.0,WTA250
,Budapest,Budapest Open,2024-07-21,,Outdoor,Clay,The Final,3,Shnaider D.,Sasnovich A.,28.0,134.0,1795.0,564.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.21,4.99,1.24,4.99,1.21,4.36,32.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-15,,Outdoor,Clay,1st Round,3,Noha Akugue N.,Barthel M.,197.0,202.0,383.0,370.0,6.0,4.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.86,2.01,2.1,2.31,1.82,1.98,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-15,,Outdoor,Clay,1st Round,3,Sharma A.,Blinkova A.,151.0,74.0,497.0,910.0,6.0,0.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.34,1.65,2.38,1.68,2.28,1.61,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-15,,Outdoor,Clay,1st Round,3,Teichmann J.,Ristic M.,211.0,301.0,348.0,218.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.22,4.74,1.24,4.74,1.2,4.35,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-15,,Outdoor,Clay,1st Round,3,Muchova K.,Kawa K.,35.0,192.0,1618.0,389.0,7.0,6.0,5.0,1.0,,,,,,,1.0,0.0,Retired,1.17,5.0,1.18,5.36,1.23,5.47,1.17,4.82,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-15,,Outdoor,Clay,1st Round,3,Begu I.,Bassols M.,142.0,121.0,536.0,615.0,6.0,0.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.15,6.05,1.2,6.05,1.15,5.29,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Carle M.,Maria T.,93.0,60.0,801.0,994.0,5.0,7.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.63,1.44,2.94,1.54,2.94,1.46,2.68,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Paquet C.,Zheng S.,115.0,1332.0,647.0,4.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.1,8.12,1.1,10.0,1.07,8.41,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Rus A.,Trevisan M.,62.0,77.0,969.0,903.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.8,2.05,1.83,2.08,1.83,2.0,1.79,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Parry D.,Gadecki O.,58.0,168.0,1019.0,442.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,1.52,2.68,1.54,2.75,1.5,2.57,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Tomljanovic A.,Sherif M.,133.0,67.0,566.0,935.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2.63,1.5,2.72,1.5,2.77,1.51,2.66,1.46,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Martic P.,Arango E.,99.0,120.0,751.0,616.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.61,2.42,1.63,2.6,1.55,2.41,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Zheng Q.,Errani S.,7.0,96.0,4055.0,783.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,6.5,1.17,6.5,1.13,5.65,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Li A.,Stearns P.,127.0,52.0,592.0,1082.0,3.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.63,1.5,2.59,1.54,2.75,1.58,2.48,1.52,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Bronzetti L.,Jacquemot E.,70.0,145.0,928.0,530.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.63,1.57,2.52,1.57,2.63,1.52,2.48,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-16,,Outdoor,Clay,1st Round,3,Cristian J.,Riera J.,66.0,113.0,936.0,650.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.6,2.44,1.63,2.44,1.59,2.31,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-17,,Outdoor,Clay,1st Round,3,Andreeva E.,Semenistaja D.,92.0,122.0,804.0,601.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.6,2.46,1.6,2.62,1.55,2.41,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-17,,Outdoor,Clay,2nd Round,3,Begu I.,Rus A.,142.0,62.0,536.0,969.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.48,2.82,1.5,2.87,1.46,2.68,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-17,,Outdoor,Clay,2nd Round,3,Parry D.,Teichmann J.,58.0,211.0,1019.0,348.0,6.0,2.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,2.0,1.8,2.11,1.8,2.16,1.75,2.05,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-17,,Outdoor,Clay,2nd Round,3,Muchova K.,Noha Akugue N.,35.0,197.0,1618.0,383.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.14,5.5,1.15,6.49,1.17,6.49,1.14,5.64,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-17,,Outdoor,Clay,2nd Round,3,Sharma A.,Tomljanovic A.,151.0,133.0,497.0,566.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.5,1.53,2.79,1.49,2.81,1.53,2.61,1.48,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-18,,Outdoor,Clay,2nd Round,3,Li A.,Andreeva E.,127.0,92.0,592.0,804.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,1.94,1.94,2,1.96,1.87,1.91,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-18,,Outdoor,Clay,2nd Round,3,Paquet C.,Carle M.,115.0,93.0,647.0,801.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.14,1.41,3.16,1.45,2.96,1.38,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-18,,Outdoor,Clay,2nd Round,3,Cristian J.,Bronzetti L.,66.0,70.0,936.0,928.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.61,2.45,1.73,2.5,1.6,2.31,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-18,,Outdoor,Clay,2nd Round,3,Zheng Q.,Martic P.,7.0,99.0,4055.0,751.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,4.93,1.22,4.93,1.2,4.46,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Parry D.,Paquet C.,58.0,115.0,1019.0,647.0,7.0,5.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.36,3.44,1.42,3.44,1.35,3.17,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Begu I.,Li A.,142.0,127.0,536.0,592.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.34,3.56,1.36,3.56,1.32,3.3,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Zheng Q.,Cristian J.,7.0,66.0,4055.0,936.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.47,1.37,3.47,1.34,3.23,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-19,,Outdoor,Clay,Quarterfinals,3,Muchova K.,Sharma A.,35.0,151.0,1618.0,497.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.39,3.26,1.4,3.26,1.37,3.05,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-20,,Outdoor,Clay,Semifinals,3,Zheng Q.,Parry D.,7.0,58.0,4055.0,1019.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.46,1.29,4.46,1.24,3.93,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-20,,Outdoor,Clay,Semifinals,3,Muchova K.,Begu I.,35.0,142.0,1618.0,536.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.15,1.79,2.2,1.83,2.1,1.72,33.0,WTA250
,Palermo,Internazionali Femminili di Palermo,2024-07-21,,Outdoor,Clay,The Final,3,Zheng Q.,Muchova K.,7.0,35.0,4055.0,1618.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.67,2.35,1.67,2.38,1.6,2.3,33.0,WTA250
,Iasi,Iasi Open,2024-07-21,,Outdoor,Clay,1st Round,3,Ruse E.G.,Tikhonova A.,147.0,198.0,510.0,383.0,6.0,3.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.14,5.5,1.13,6.7,1.14,6.7,1.12,5.83,34.0,WTA250
,Iasi,Iasi Open,2024-07-21,,Outdoor,Clay,1st Round,3,Bassols M.,Bara I.,122.0,221.0,602.0,334.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.79,2.11,1.79,2.21,1.74,2.05,34.0,WTA250
,Iasi,Iasi Open,2024-07-21,,Outdoor,Clay,1st Round,3,Danilovic O.,Blinkova A.,148.0,72.0,509.0,910.0,6.0,2.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.63,1.51,2.68,1.52,2.75,1.48,2.59,34.0,WTA250
,Iasi,Iasi Open,2024-07-21,,Outdoor,Clay,1st Round,3,Bulgaru M.,Maria T.,203.0,59.0,369.0,994.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.11,1.79,2.13,1.82,2.02,1.76,34.0,WTA250
,Iasi,Iasi Open,2024-07-21,,Outdoor,Clay,1st Round,3,Andreeva M.,Noha Akugue N.,32.0,169.0,1748.0,430.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.08,10.12,1.08,14.76,1.05,9.44,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Avanesyan E.,Romero Gormaz L.,76.0,179.0,899.0,418.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.05,1.33,4.38,1.25,3.82,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Paquet C.,Carle M.,106.0,89.0,693.0,816.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.33,1.65,2.4,1.71,2.28,1.6,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Martic P.,Parrizas Diaz N.,97.0,137.0,768.0,535.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.45,2.9,1.5,2.9,1.45,2.69,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Waltert S.,Makarova E.,249.0,178.0,290.0,420.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,3.9,1.28,4.12,1.25,3.79,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Todoni A.,Falei A.,119.0,199.0,610.0,382.0,5.0,0.0,,,,,,,,,0.0,0.0,Retired,1.25,4.0,1.27,4.1,1.3,4.4,1.24,3.87,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Janicijevic S.,Topalova G.,188.0,229.0,393.0,320.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.54,2.61,1.54,2.65,1.5,2.51,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Bondar A.,Benoit M.,99.0,250.0,759.0,286.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.67,2.31,1.67,2.31,1.64,2.22,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Boskovic L.,Timofeeva M.,202.0,160.0,371.0,460.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.73,1.5,2.75,1.57,2.54,1.5,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Lepchenko V.,Trevisan M.,187.0,74.0,393.0,903.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2.95,1.44,2.95,1.5,2.79,1.42,34.0,WTA250
,Iasi,Iasi Open,2024-07-22,,Outdoor,Clay,1st Round,3,Cristian J.,Brancaccio N.,61.0,251.0,975.0,285.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.28,3.99,1.33,4.01,1.28,3.63,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Janicijevic S.,Bulgaru M.,188.0,203.0,393.0,369.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.84,2.06,1.85,2.06,1.8,1.98,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Paquet C.,Waltert S.,106.0,249.0,693.0,290.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.93,1.96,1.93,2.02,1.84,1.94,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Bondar A.,Bassols M.,99.0,122.0,759.0,602.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.37,3.36,1.4,3.53,1.34,3.2,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Avanesyan E.,Martic P.,76.0,97.0,899.0,768.0,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.56,2.58,1.67,2.63,1.56,2.39,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Danilovic O.,Todoni A.,148.0,119.0,509.0,610.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.09,1.82,2.11,1.76,2.04,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Boskovic L.,Lepchenko V.,202.0,187.0,371.0,393.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.12,1.79,2.22,1.79,2.11,1.71,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Andreeva M.,Sasnovich A.,32.0,104.0,1748.0,725.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.31,1.17,6.4,1.13,5.66,34.0,WTA250
,Iasi,Iasi Open,2024-07-23,,Outdoor,Clay,2nd Round,3,Cristian J.,Ruse E.G.,61.0,147.0,975.0,510.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.15,1.78,2.16,1.72,2.09,34.0,WTA250
,Iasi,Iasi Open,2024-07-24,,Outdoor,Clay,Quarterfinals,3,Andreeva M.,Boskovic L.,32.0,202.0,1748.0,371.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.07,12.22,1.07,13.0,1.05,9.93,34.0,WTA250
,Iasi,Iasi Open,2024-07-24,,Outdoor,Clay,Quarterfinals,3,Danilovic O.,Bondar A.,148.0,99.0,509.0,759.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.45,2.99,1.46,2.99,1.42,2.8,34.0,WTA250
,Iasi,Iasi Open,2024-07-24,,Outdoor,Clay,Quarterfinals,3,Paquet C.,Janicijevic S.,106.0,188.0,693.0,393.0,0.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.64,2.41,1.64,2.42,1.59,2.31,34.0,WTA250
,Iasi,Iasi Open,2024-07-25,,Outdoor,Clay,Quarterfinals,3,Avanesyan E.,Cristian J.,76.0,61.0,899.0,975.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.12,1.81,2.12,1.77,2.06,34.0,WTA250
,Iasi,Iasi Open,2024-07-25,,Outdoor,Clay,Semifinals,3,Andreeva M.,Danilovic O.,32.0,148.0,1748.0,509.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.26,4.3,1.27,4.53,1.24,3.97,34.0,WTA250
